attack,epsilon,clean_accuracy,perturbed_accuracy,success_rate_on_clean_correct,mean_confidence_drop,total_images
random_uniform_linf,0.005,0.9793333333333333,0.9793333333333333,0.0,-9.865174690882365e-06,3000
random_uniform_linf,0.01,0.9793333333333333,0.9793333333333333,0.0,-7.989148298899332e-06,3000
random_uniform_linf,0.02,0.9793333333333333,0.979,0.0003403675970047651,6.230194369951884e-05,3000
random_uniform_linf,0.03,0.9793333333333333,0.9796666666666667,0.0,6.25939667224884e-05,3000
random_uniform_linf,0.05,0.9793333333333333,0.9786666666666667,0.0010211027910142954,0.0008319689134756724,3000
